select chrname, pos from s5espair where depth >= 10 and ppair < 0.05/2500000

chr1	884445
chr1	884456
chr1	891757
chr1	1083400
chr1	1331920
chr1	1345293
chr1	1359613
chr1	1499545
chr1	1840748
chr1	1940319
chr1	2447450
chr1	2467386
chr1	2467389
chr1	3264070
chr1	3444701
chr1	3702997
chr1	3787772
chr1	3807643
chr1	5975354
chr1	6162012
chr1	6232299
chr1	6443238
chr1	6448069
chr1	7868181
chr1	8377897
chr1	10818437
chr1	10818707
chr1	11245357
chr1	11256006
chr1	11256047
chr1	12001892
chr1	12578723
chr1	13899157
chr1	13948917
chr1	14092203
chr1	15784081
chr1	15802449
chr1	16035582
chr1	16435845
chr1	17318502
chr1	17637733
chr1	18309694
chr1	18845637
chr1	18851012
chr1	19102146
chr1	19155654
chr1	19409552
chr1	19999160
chr1	20917119
chr1	21376025
chr1	21376029
chr1	21807009
chr1	21867577
chr1	24024377
chr1	25070127
chr1	25537800
chr1	25748489
chr1	26019060
chr1	26019080
chr1	26245773
chr1	26369365
chr1	26559741
chr1	27064467
chr1	27099220
chr1	27099312
chr1	27099316
chr1	27121104
chr1	27801128
chr1	29429977
chr1	30357010
chr1	30357013
chr1	31427167
chr1	32001283
chr1	32600472
chr1	33420180
chr1	34403342
chr1	36008045
chr1	36387771
chr1	37271007
chr1	37872714
chr1	37872725
chr1	38816960
chr1	39098123
chr1	39111614
chr1	39922038
chr1	41100355
chr1	41480893
chr1	41600667
chr1	41754610
chr1	42573205
chr1	43004913
chr1	43197033
chr1	43944969
chr1	44833550
chr1	45081452
chr1	45925309
chr1	45988817
chr1	45988939
chr1	46370933
chr1	46371112
chr1	50657773
chr1	52936365
chr1	53476986
chr1	54127930
chr1	54728544
chr1	54728560
chr1	56715649
chr1	59053709
chr1	62557506
chr1	62675775
chr1	63560871
chr1	75853346
chr1	78127285
chr1	78127289
chr1	84537129
chr1	84928471
chr1	90957849
chr1	91077532
chr1	92721210
chr1	92723021
chr1	94475404
chr1	100088312
chr1	100208359
chr1	101474875
chr1	108308968
chr1	109091255
chr1	109091294
chr1	111792786
chr1	113300301
chr1	114156622
chr1	114499116
chr1	114499118
chr1	115999270
chr1	116181911
chr1	116718288
chr1	116718294
chr1	116762793
chr1	116914208
chr1	119352295
chr1	143643841
chr1	143786884
chr1	143786985
chr1	148137851
chr1	148818357
chr1	149247602
chr1	149287438
chr1	150078860
chr1	150137426
chr1	152014761
chr1	152185329
chr1	153108514
chr1	153290277
chr1	153301707
chr1	153323718
chr1	153374939
chr1	153429841
chr1	154170966
chr1	154693141
chr1	154837745
chr1	154861224
chr1	154941443
chr1	157408384
chr1	157424911
chr1	157424917
chr1	158017102
chr1	159635987
chr1	165675462
chr1	166372723
chr1	170769045
chr1	173834831
chr1	176329729
chr1	178466371
chr1	178467576
chr1	180293126
chr1	180627367
chr1	181025450
chr1	181653658
chr1	182623352
chr1	191044552
chr1	198278453
chr1	198645557
chr1	199976271
chr1	201046841
chr1	201047296
chr1	201097027
chr1	201124695
chr1	201193834
chr1	201202810
chr1	201541321
chr1	201541328
chr1	202752212
chr1	203297670
chr1	203680785
chr1	204747855
chr1	204875467
chr1	205991771
chr1	208492814
chr1	209818423
chr1	210654746
chr1	210717333
chr1	210940426
chr1	211255399
chr1	212791513
chr1	221383076
chr1	223732464
chr1	223732476
chr1	224803636
chr1	226201925
chr1	226261328
chr1	226356402
chr1	227761288
chr1	229070547
chr1	229364595
chr1	229540052
chr1	229540062
chr1	231008200
chr1	239586919
chr1	239653981
chr1	242278900
chr1	242681882
chr1	242681886
chr1	243065785
chr1	244796477
chr1	244796484
chr1	247098786
chr2	8734318
chr2	8743120
chr2	9169851
chr2	9169858
chr2	9688831
chr2	10970107
chr2	11402782
chr2	19419777
chr2	19931992
chr2	24436544
chr2	24436554
chr2	25954393
chr2	26027576
chr2	26249655
chr2	26924019
chr2	27399636
chr2	27399640
chr2	27505104
chr2	27505492
chr2	30307226
chr2	30307939
chr2	32089555
chr2	32244405
chr2	33677659
chr2	37237594
chr2	37312068
chr2	37752752
chr2	42891594
chr2	43300934
chr2	45082041
chr2	45091006
chr2	45250010
chr2	45730896
chr2	46379698
chr2	47449930
chr2	47652595
chr2	54790279
chr2	62586322
chr2	66526155
chr2	71149424
chr2	73000752
chr2	73001070
chr2	73374038
chr2	75727713
chr2	85051256
chr2	85215545
chr2	85619365
chr2	85846333
chr2	88136526
chr2	90998828
chr2	90999468
chr2	90999490
chr2	91034281
chr2	95237090
chr2	95237102
chr2	98428295
chr2	99138040
chr2	100304287
chr2	100400238
chr2	101133645
chr2	101383417
chr2	105312904
chr2	108769419
chr2	109728714
chr2	111595309
chr2	112749509
chr2	119317450
chr2	119332986
chr2	119632746
chr2	119698029
chr2	119841610
chr2	120234525
chr2	127556077
chr2	128000144
chr2	128155569
chr2	130846730
chr2	133142651
chr2	134595293
chr2	135192557
chr2	149894964
chr2	152740470
chr2	161983677
chr2	167857669
chr2	171280413
chr2	171379988
chr2	172458721
chr2	172458730
chr2	172487457
chr2	172487469
chr2	172659830
chr2	172673842
chr2	172682204
chr2	176639779
chr2	176677968
chr2	176751302
chr2	180434247
chr2	182256882
chr2	190153810
chr2	190916778
chr2	190916957
chr2	192251240
chr2	196744109
chr2	197165715
chr2	197212696
chr2	197772002
chr2	198026567
chr2	200037704
chr2	206498985
chr2	208342391
chr2	208979894
chr2	217267277
chr2	218979607
chr2	218979611
chr2	219632557
chr2	219825945
chr2	224517502
chr2	227408503
chr2	227737354
chr2	227898409
chr2	232359342
chr2	236068140
chr2	238265951
chr2	238776947
chr2	239988681
chr2	241156114
chr2	241504324
chr2	241944515
chr2	242130118
chr2	242392798
chr3	325777
chr3	9413230
chr3	9666221
chr3	9721389
chr3	9797138
chr3	11736386
chr3	12998268
chr3	13032792
chr3	13895700
chr3	15115666
chr3	15875640
chr3	23823003
chr3	23823013
chr3	24511145
chr3	24846232
chr3	25444625
chr3	25444627
chr3	37259771
chr3	37260195
chr3	37260200
chr3	38045960
chr3	38153514
chr3	38665976
chr3	38666462
chr3	41215472
chr3	42922716
chr3	43638393
chr3	43638403
chr3	43706791
chr3	46898554
chr3	46909170
chr3	47299039
chr3	47798091
chr3	47798095
chr3	48105265
chr3	48516925
chr3	48911125
chr3	48931635
chr3	49289784
chr3	49687107
chr3	49687111
chr3	49815713
chr3	50528283
chr3	50528288
chr3	50582024
chr3	50582041
chr3	51508442
chr3	52543264
chr3	53503354
chr3	56692359
chr3	57516770
chr3	61523287
chr3	62835198
chr3	63824143
